,0.1,1.0,10.0,100.0
0.1,0.5294545454545454,0.5294545454545454,0.5294545454545454,0.5294545454545454
1.0,0.6295,0.5294545454545454,0.5294545454545454,0.5294545454545454
10.0,0.6155,0.5294545454545454,0.5294545454545454,0.5294545454545454
100.0,0.6155,0.5294545454545454,0.5294545454545454,0.5294545454545454
