cv_scores,cv_mean,accuracy,precision,recall,f1,roc_auc
"[0.6282954545454545, 0.629375, 0.6342045454545454, 0.631534090909091, 0.6334090909090909]",0.6313636363636363,0.6289090909090909,0.6323305986022486,0.7146291208791209,0.6709656617765597,0.6720129663854306
